interval_begin,interval_end,interval_flow,interval_harmonicMeanSpeed,interval_id,interval_length,interval_nVehContrib,interval_nVehEntered,interval_occupancy,interval_speed
0.00,60.00,0.00,-1.00,d_rp4_entry_1,-1.00,0,0,0.00,-1.00
0.00,60.00,60.00,8.75,d_rp4_entry_2,5.00,1,1,0.95,8.75
0.00,60.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
0.00,60.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
0.00,60.00,60.00,8.55,d_rp4_entry_5,5.00,1,1,0.97,8.55
0.00,60.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,0.00,-1.00
0.00,60.00,0.00,-1.00,d_rp4_entry_7,-1.00,0,0,0.00,-1.00
0.00,60.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
60.00,120.00,120.00,9.19,d_rp4_entry_1,5.00,2,2,1.81,9.19
60.00,120.00,120.00,8.79,d_rp4_entry_2,5.00,2,2,1.90,8.83
60.00,120.00,120.00,6.95,d_rp4_entry_3,5.00,2,2,2.40,6.95
60.00,120.00,0.00,-1.00,d_rp4_entry_4,-1.00,0,0,0.00,-1.00
60.00,120.00,120.00,2.30,d_rp4_entry_5,5.00,2,3,8.10,4.80
60.00,120.00,60.00,9.75,d_rp4_entry_6,5.00,1,1,0.85,9.75
60.00,120.00,60.00,7.30,d_rp4_entry_7,5.00,1,1,1.14,7.30
60.00,120.00,60.00,8.96,d_rp4_entry_8,5.00,1,1,0.93,8.96
120.00,180.00,240.00,2.00,d_rp4_entry_1,5.00,4,5,25.77,7.97
120.00,180.00,360.00,3.23,d_rp4_entry_2,5.00,6,6,15.49,6.19
120.00,180.00,120.00,4.27,d_rp4_entry_3,5.00,2,2,3.90,4.90
120.00,180.00,360.00,2.43,d_rp4_entry_4,5.00,6,6,20.58,6.47
120.00,180.00,360.00,3.52,d_rp4_entry_5,5.00,6,5,13.36,6.62
120.00,180.00,240.00,3.88,d_rp4_entry_6,5.00,4,5,11.74,7.32
120.00,180.00,300.00,7.50,d_rp4_entry_7,5.00,5,6,5.85,7.58
120.00,180.00,60.00,7.32,d_rp4_entry_8,5.00,1,1,1.14,7.32
180.00,240.00,180.00,1.72,d_rp4_entry_1,5.00,3,2,5.48,5.28
180.00,240.00,600.00,5.33,d_rp4_entry_2,5.00,10,11,15.88,6.68
180.00,240.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
180.00,240.00,240.00,5.31,d_rp4_entry_4,5.00,4,4,6.28,7.21
180.00,240.00,840.00,7.18,d_rp4_entry_5,5.00,14,14,16.26,7.70
180.00,240.00,180.00,0.76,d_rp4_entry_6,5.00,3,2,29.64,3.03
180.00,240.00,240.00,1.37,d_rp4_entry_7,5.00,4,3,23.97,4.36
180.00,240.00,120.00,4.78,d_rp4_entry_8,5.00,2,2,3.49,5.74
240.00,300.00,480.00,2.78,d_rp4_entry_1,5.00,8,9,24.25,6.13
240.00,300.00,480.00,2.42,d_rp4_entry_2,5.00,8,8,31.57,5.30
240.00,300.00,180.00,5.99,d_rp4_entry_3,5.00,3,4,5.76,6.21
240.00,300.00,240.00,8.24,d_rp4_entry_4,5.00,4,4,4.05,8.34
240.00,300.00,660.00,4.62,d_rp4_entry_5,5.00,11,12,20.64,6.71
240.00,300.00,300.00,1.25,d_rp4_entry_6,5.00,5,6,52.87,2.30
240.00,300.00,420.00,3.92,d_rp4_entry_7,5.30,7,8,22.43,5.47
240.00,300.00,120.00,1.60,d_rp4_entry_8,5.00,2,3,23.82,1.64
300.00,360.00,180.00,2.99,d_rp4_entry_1,5.70,3,3,8.75,6.25
300.00,360.00,540.00,6.76,d_rp4_entry_2,5.00,9,10,11.21,7.37
300.00,360.00,240.00,4.54,d_rp4_entry_3,5.00,4,3,5.76,5.33
300.00,360.00,240.00,7.14,d_rp4_entry_4,5.00,4,4,4.67,7.48
300.00,360.00,840.00,4.47,d_rp4_entry_5,5.00,14,13,25.29,6.44
300.00,360.00,120.00,0.24,d_rp4_entry_6,5.00,2,2,94.56,2.82
300.00,360.00,480.00,1.30,d_rp4_entry_7,5.00,8,8,73.17,3.02
300.00,360.00,180.00,0.75,d_rp4_entry_8,5.70,3,3,21.21,3.27
360.00,420.00,180.00,8.08,d_rp4_entry_1,5.00,3,3,3.10,8.09
360.00,420.00,480.00,8.65,d_rp4_entry_2,5.00,8,7,7.59,8.73
360.00,420.00,240.00,4.83,d_rp4_entry_3,5.00,4,4,6.90,5.41
360.00,420.00,180.00,1.19,d_rp4_entry_4,5.00,3,3,20.96,3.03
360.00,420.00,660.00,2.73,d_rp4_entry_5,5.00,11,11,33.63,4.78
360.00,420.00,300.00,0.32,d_rp4_entry_6,5.00,5,4,87.35,2.43
360.00,420.00,420.00,0.56,d_rp4_entry_7,5.00,7,6,75.07,1.82
360.00,420.00,240.00,5.46,d_rp4_entry_8,5.00,4,3,5.14,6.65
420.00,480.00,420.00,0.92,d_rp4_entry_1,5.00,7,7,63.56,7.68
420.00,480.00,600.00,4.78,d_rp4_entry_2,5.00,10,10,17.43,6.38
420.00,480.00,240.00,4.11,d_rp4_entry_3,5.53,4,4,8.62,4.92
420.00,480.00,420.00,4.47,d_rp4_entry_4,5.00,7,7,13.04,6.38
420.00,480.00,600.00,3.93,d_rp4_entry_5,5.00,10,11,34.04,6.04
420.00,480.00,300.00,0.54,d_rp4_entry_6,5.00,5,6,81.35,3.49
420.00,480.00,420.00,0.76,d_rp4_entry_7,5.00,7,7,76.61,2.60
420.00,480.00,120.00,2.66,d_rp4_entry_8,5.00,2,2,6.27,4.76
480.00,540.00,300.00,8.35,d_rp4_entry_1,5.00,5,5,4.99,8.53
480.00,540.00,720.00,2.97,d_rp4_entry_2,5.00,12,12,33.61,5.71
480.00,540.00,360.00,3.10,d_rp4_entry_3,5.35,6,6,17.12,3.46
480.00,540.00,480.00,2.01,d_rp4_entry_4,5.00,8,8,33.19,5.29
480.00,540.00,660.00,5.34,d_rp4_entry_5,5.00,11,13,23.36,6.38
480.00,540.00,300.00,0.72,d_rp4_entry_6,5.42,5,5,73.74,4.20
480.00,540.00,480.00,0.92,d_rp4_entry_7,5.00,8,8,72.72,4.04
480.00,540.00,120.00,0.93,d_rp4_entry_8,5.00,2,2,17.86,4.29
540.00,600.00,240.00,5.75,d_rp4_entry_1,5.00,4,5,9.97,6.68
540.00,600.00,720.00,6.83,d_rp4_entry_2,5.00,12,12,14.63,7.33
540.00,600.00,360.00,4.14,d_rp4_entry_3,5.35,6,6,12.66,4.93
540.00,600.00,300.00,0.98,d_rp4_entry_4,5.00,5,5,42.58,3.55
540.00,600.00,420.00,0.89,d_rp4_entry_5,5.00,7,6,64.64,2.95
540.00,600.00,180.00,0.27,d_rp4_entry_6,5.00,3,2,91.75,4.36
540.00,600.00,360.00,0.67,d_rp4_entry_7,5.00,6,7,78.12,3.08
540.00,600.00,60.00,0.53,d_rp4_entry_8,7.10,1,1,22.26,0.53
600.00,660.00,180.00,0.95,d_rp4_entry_1,5.00,3,4,31.83,3.43
600.00,660.00,420.00,4.28,d_rp4_entry_2,5.00,7,8,16.96,6.31
600.00,660.00,120.00,3.19,d_rp4_entry_3,5.00,2,2,5.22,3.22
600.00,660.00,540.00,1.50,d_rp4_entry_4,5.00,9,9,50.12,6.09
600.00,660.00,540.00,1.21,d_rp4_entry_5,5.00,9,9,62.24,4.84
600.00,660.00,360.00,0.63,d_rp4_entry_6,5.00,6,7,81.18,2.78
600.00,660.00,420.00,0.74,d_rp4_entry_7,5.00,7,6,74.89,1.55
600.00,660.00,60.00,1.57,d_rp4_entry_8,5.00,1,1,5.32,1.57
660.00,720.00,420.00,1.19,d_rp4_entry_1,5.00,7,6,45.76,4.54
660.00,720.00,840.00,3.58,d_rp4_entry_2,5.00,14,15,32.85,6.21
660.00,720.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
660.00,720.00,480.00,4.93,d_rp4_entry_4,5.00,8,9,19.52,6.87
660.00,720.00,600.00,4.06,d_rp4_entry_5,5.00,10,10,20.50,5.50
660.00,720.00,180.00,1.42,d_rp4_entry_6,5.00,3,3,91.29,3.37
660.00,720.00,240.00,1.09,d_rp4_entry_7,5.00,4,5,82.80,1.89
660.00,720.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
720.00,780.00,300.00,2.83,d_rp4_entry_1,5.00,5,5,14.74,6.67
720.00,780.00,600.00,4.78,d_rp4_entry_2,5.00,10,10,22.19,6.06
720.00,780.00,180.00,6.37,d_rp4_entry_3,5.00,3,3,3.93,6.41
720.00,780.00,480.00,3.12,d_rp4_entry_4,5.00,8,9,23.66,6.23
720.00,780.00,480.00,1.38,d_rp4_entry_5,5.00,8,8,48.42,2.68
720.00,780.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,100.00,-1.00
720.00,780.00,60.00,0.11,d_rp4_entry_7,5.00,1,1,95.64,0.11
720.00,780.00,180.00,1.23,d_rp4_entry_8,5.70,3,3,22.67,3.78
780.00,840.00,240.00,2.43,d_rp4_entry_1,5.00,4,5,24.74,4.53
780.00,840.00,420.00,7.95,d_rp4_entry_2,5.60,7,7,8.20,7.99
780.00,840.00,0.00,-1.00,d_rp4_entry_3,-1.00,0,0,0.00,-1.00
780.00,840.00,420.00,1.24,d_rp4_entry_4,5.00,7,7,41.31,2.79
780.00,840.00,600.00,1.44,d_rp4_entry_5,5.00,10,11,61.30,4.29
780.00,840.00,360.00,0.21,d_rp4_entry_6,5.00,6,6,82.78,2.76
780.00,840.00,660.00,0.69,d_rp4_entry_7,5.00,11,11,63.41,4.17
780.00,840.00,60.00,6.87,d_rp4_entry_8,5.00,1,1,1.21,6.87
840.00,900.00,360.00,2.75,d_rp4_entry_1,5.00,6,5,7.16,6.97
840.00,900.00,420.00,7.16,d_rp4_entry_2,5.00,7,7,8.15,7.42
840.00,900.00,240.00,3.81,d_rp4_entry_3,5.53,4,4,10.44,4.65
840.00,900.00,540.00,3.84,d_rp4_entry_4,5.00,9,8,18.82,6.18
840.00,900.00,720.00,2.90,d_rp4_entry_5,5.00,12,12,34.27,5.17
840.00,900.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,100.00,-1.00
840.00,900.00,240.00,1.30,d_rp4_entry_7,5.00,4,4,79.14,1.49
840.00,900.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
900.00,960.00,240.00,2.10,d_rp4_entry_1,5.00,4,4,15.88,7.20
900.00,960.00,540.00,5.70,d_rp4_entry_2,5.00,9,9,13.17,6.97
900.00,960.00,120.00,6.32,d_rp4_entry_3,5.00,2,2,2.64,6.34
900.00,960.00,360.00,1.71,d_rp4_entry_4,5.00,6,7,30.38,2.94
900.00,960.00,600.00,1.60,d_rp4_entry_5,5.00,10,9,48.72,2.70
900.00,960.00,120.00,0.09,d_rp4_entry_6,5.00,2,2,91.86,0.14
900.00,960.00,240.00,0.27,d_rp4_entry_7,5.00,4,4,79.07,1.13
900.00,960.00,60.00,6.49,d_rp4_entry_8,5.00,1,1,1.28,6.49
960.00,1020.00,180.00,0.68,d_rp4_entry_1,5.00,3,3,36.51,3.07
960.00,1020.00,420.00,6.42,d_rp4_entry_2,5.00,7,8,9.34,6.91
960.00,1020.00,180.00,5.80,d_rp4_entry_3,5.00,3,3,4.31,5.99
960.00,1020.00,420.00,7.10,d_rp4_entry_4,5.00,7,6,7.09,7.63
960.00,1020.00,900.00,4.49,d_rp4_entry_5,5.00,15,15,27.87,5.86
960.00,1020.00,240.00,0.40,d_rp4_entry_6,5.00,4,4,85.56,1.39
960.00,1020.00,540.00,1.09,d_rp4_entry_7,5.00,9,8,56.24,3.03
960.00,1020.00,60.00,7.79,d_rp4_entry_8,5.00,1,1,1.07,7.79
1020.00,1080.00,180.00,7.46,d_rp4_entry_1,5.00,3,3,3.35,7.47
1020.00,1080.00,600.00,3.57,d_rp4_entry_2,5.21,10,10,27.69,5.47
1020.00,1080.00,180.00,7.15,d_rp4_entry_3,5.00,3,3,3.50,7.84
1020.00,1080.00,360.00,1.70,d_rp4_entry_4,5.00,6,6,29.38,6.69
1020.00,1080.00,720.00,3.19,d_rp4_entry_5,5.00,12,12,31.35,5.23
1020.00,1080.00,120.00,0.21,d_rp4_entry_6,6.05,2,2,93.48,0.23
1020.00,1080.00,180.00,0.32,d_rp4_entry_7,5.00,3,4,84.34,0.52
1020.00,1080.00,120.00,3.88,d_rp4_entry_8,5.00,2,2,4.30,6.25
1080.00,1140.00,120.00,5.95,d_rp4_entry_1,5.00,2,2,2.80,5.96
1080.00,1140.00,420.00,2.47,d_rp4_entry_2,5.00,7,6,21.67,5.73
1080.00,1140.00,120.00,4.72,d_rp4_entry_3,5.00,2,3,6.77,5.23
1080.00,1140.00,180.00,0.86,d_rp4_entry_4,5.00,3,3,28.99,3.46
1080.00,1140.00,540.00,5.56,d_rp4_entry_5,5.00,9,9,13.49,6.12
1080.00,1140.00,840.00,1.65,d_rp4_entry_6,5.00,14,14,54.53,5.86
1080.00,1140.00,840.00,2.15,d_rp4_entry_7,5.00,14,14,52.47,4.03
1080.00,1140.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
1140.00,1200.00,180.00,7.92,d_rp4_entry_1,5.00,3,4,3.52,7.96
1140.00,1200.00,120.00,2.67,d_rp4_entry_2,5.00,2,2,6.24,3.96
1140.00,1200.00,300.00,3.37,d_rp4_entry_3,5.00,5,4,9.14,4.24
1140.00,1200.00,240.00,1.82,d_rp4_entry_4,5.53,4,4,24.31,5.17
1140.00,1200.00,720.00,3.67,d_rp4_entry_5,5.00,12,12,27.21,5.82
1140.00,1200.00,480.00,3.56,d_rp4_entry_6,5.26,8,8,45.08,5.38
1140.00,1200.00,720.00,1.86,d_rp4_entry_7,5.17,12,12,54.93,4.38
1140.00,1200.00,60.00,0.52,d_rp4_entry_8,5.00,1,1,16.11,0.52
1200.00,1260.00,240.00,8.32,d_rp4_entry_1,5.00,4,4,62.48,8.35
1200.00,1260.00,540.00,1.84,d_rp4_entry_2,5.00,9,9,40.83,5.41
1200.00,1260.00,60.00,2.77,d_rp4_entry_3,5.00,1,2,4.60,2.77
1200.00,1260.00,540.00,5.95,d_rp4_entry_4,5.00,9,9,12.60,7.23
1200.00,1260.00,540.00,6.76,d_rp4_entry_5,5.00,9,10,25.13,6.82
1200.00,1260.00,120.00,0.18,d_rp4_entry_6,5.00,2,2,94.27,0.19
1200.00,1260.00,420.00,0.93,d_rp4_entry_7,5.00,7,7,60.65,3.67
1200.00,1260.00,60.00,0.11,d_rp4_entry_8,5.00,1,1,76.21,0.11
1260.00,1320.00,360.00,0.37,d_rp4_entry_1,5.00,6,5,77.38,3.01
1260.00,1320.00,540.00,4.61,d_rp4_entry_2,5.00,9,9,16.25,5.48
1260.00,1320.00,420.00,1.93,d_rp4_entry_3,5.30,7,6,29.90,3.12
1260.00,1320.00,240.00,0.51,d_rp4_entry_4,5.00,4,4,64.81,3.90
1260.00,1320.00,300.00,1.23,d_rp4_entry_5,5.00,5,5,33.94,2.27
1260.00,1320.00,300.00,0.42,d_rp4_entry_6,5.00,5,5,85.55,2.79
1260.00,1320.00,480.00,1.04,d_rp4_entry_7,5.00,8,8,70.62,3.53
1260.00,1320.00,60.00,8.22,d_rp4_entry_8,5.00,1,2,68.34,8.22
1320.00,1380.00,360.00,1.43,d_rp4_entry_1,5.00,6,7,35.79,6.96
1320.00,1380.00,360.00,3.66,d_rp4_entry_2,5.00,6,6,13.66,4.46
1320.00,1380.00,120.00,2.43,d_rp4_entry_3,5.00,2,2,6.86,2.57
1320.00,1380.00,600.00,5.54,d_rp4_entry_4,5.21,10,11,36.13,7.64
1320.00,1380.00,720.00,5.84,d_rp4_entry_5,5.00,12,13,19.18,6.25
1320.00,1380.00,180.00,0.53,d_rp4_entry_6,5.00,3,3,88.25,3.52
1320.00,1380.00,420.00,1.00,d_rp4_entry_7,5.00,7,7,63.87,1.69
1320.00,1380.00,120.00,0.17,d_rp4_entry_8,5.00,2,1,29.10,0.56
1380.00,1440.00,360.00,4.52,d_rp4_entry_1,5.00,6,7,11.53,7.46
1380.00,1440.00,600.00,1.76,d_rp4_entry_2,5.00,10,10,47.32,4.13
1380.00,1440.00,120.00,2.26,d_rp4_entry_3,5.00,2,2,7.38,2.54
1380.00,1440.00,780.00,2.20,d_rp4_entry_4,5.00,13,12,28.64,5.98
1380.00,1440.00,720.00,2.10,d_rp4_entry_5,5.00,12,11,45.46,4.26
1380.00,1440.00,120.00,0.18,d_rp4_entry_6,5.00,2,2,92.92,0.26
1380.00,1440.00,420.00,0.83,d_rp4_entry_7,5.00,7,7,66.07,2.23
1380.00,1440.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,1,31.80,-1.00
1440.00,1500.00,240.00,0.95,d_rp4_entry_1,5.00,4,3,34.51,4.66
1440.00,1500.00,480.00,3.74,d_rp4_entry_2,5.00,8,9,31.40,6.39
1440.00,1500.00,180.00,1.99,d_rp4_entry_3,5.00,3,3,12.57,2.20
1440.00,1500.00,540.00,2.22,d_rp4_entry_4,5.00,9,10,38.37,6.57
1440.00,1500.00,300.00,0.84,d_rp4_entry_5,5.00,5,6,50.99,2.88
1440.00,1500.00,480.00,0.52,d_rp4_entry_6,5.00,8,8,77.04,3.91
1440.00,1500.00,660.00,1.21,d_rp4_entry_7,5.00,11,10,64.64,4.88
1440.00,1500.00,60.00,0.07,d_rp4_entry_8,5.00,1,1,94.96,0.07
1500.00,1560.00,0.00,-1.00,d_rp4_entry_1,-1.00,0,2,82.48,-1.00
1500.00,1560.00,540.00,1.88,d_rp4_entry_2,5.23,9,8,35.96,4.36
1500.00,1560.00,300.00,3.55,d_rp4_entry_3,5.00,5,5,11.75,3.92
1500.00,1560.00,600.00,2.85,d_rp4_entry_4,5.00,10,9,24.72,6.39
1500.00,1560.00,900.00,4.38,d_rp4_entry_5,5.00,15,15,30.30,5.18
1500.00,1560.00,360.00,1.14,d_rp4_entry_6,5.00,6,6,81.06,3.41
1500.00,1560.00,660.00,2.35,d_rp4_entry_7,5.00,11,12,50.06,3.66
1500.00,1560.00,120.00,0.46,d_rp4_entry_8,5.00,2,1,33.68,4.37
1560.00,1620.00,540.00,1.24,d_rp4_entry_1,5.00,9,8,36.90,6.70
1560.00,1620.00,660.00,3.93,d_rp4_entry_2,5.00,11,12,25.00,4.98
1560.00,1620.00,240.00,3.89,d_rp4_entry_3,5.53,4,4,9.39,4.27
1560.00,1620.00,180.00,5.12,d_rp4_entry_4,5.00,3,4,30.84,6.61
1560.00,1620.00,300.00,3.10,d_rp4_entry_5,5.00,5,6,53.18,4.41
1560.00,1620.00,180.00,0.22,d_rp4_entry_6,5.00,3,3,80.45,1.22
1560.00,1620.00,480.00,0.88,d_rp4_entry_7,5.00,8,8,71.51,2.44
1560.00,1620.00,120.00,0.27,d_rp4_entry_8,5.00,2,3,62.76,0.86
1620.00,1680.00,420.00,1.99,d_rp4_entry_1,5.00,7,7,29.36,5.18
1620.00,1680.00,480.00,2.26,d_rp4_entry_2,5.00,8,7,27.86,5.80
1620.00,1680.00,180.00,1.26,d_rp4_entry_3,5.70,3,4,24.64,1.49
1620.00,1680.00,480.00,1.46,d_rp4_entry_4,5.00,8,8,67.16,5.42
1620.00,1680.00,360.00,0.80,d_rp4_entry_5,5.00,6,6,61.68,4.40
1620.00,1680.00,180.00,0.26,d_rp4_entry_6,5.00,3,3,91.32,2.00
1620.00,1680.00,540.00,1.06,d_rp4_entry_7,5.00,9,8,63.28,2.77
1620.00,1680.00,60.00,0.16,d_rp4_entry_8,5.00,1,1,96.38,0.16
1680.00,1740.00,0.00,-1.00,d_rp4_entry_1,-1.00,0,1,88.17,-1.00
1680.00,1740.00,180.00,1.45,d_rp4_entry_2,5.00,3,4,35.87,2.95
1680.00,1740.00,360.00,3.07,d_rp4_entry_3,5.00,6,5,13.04,4.26
1680.00,1740.00,300.00,0.41,d_rp4_entry_4,5.00,5,4,54.07,4.60
1680.00,1740.00,360.00,0.69,d_rp4_entry_5,5.00,6,5,31.44,3.37
1680.00,1740.00,540.00,1.31,d_rp4_entry_6,5.00,9,10,67.95,6.26
1680.00,1740.00,660.00,2.07,d_rp4_entry_7,5.00,11,12,45.82,4.17
1680.00,1740.00,180.00,0.25,d_rp4_entry_8,5.70,3,3,64.07,1.78
1740.00,1800.00,660.00,0.90,d_rp4_entry_1,5.00,11,10,13.75,7.95
1740.00,1800.00,540.00,2.30,d_rp4_entry_2,5.23,9,8,14.59,6.28
1740.00,1800.00,540.00,2.77,d_rp4_entry_3,5.47,9,9,29.56,3.90
1740.00,1800.00,240.00,0.44,d_rp4_entry_4,5.00,4,4,76.56,3.43
1740.00,1800.00,540.00,1.64,d_rp4_entry_5,5.00,9,9,45.70,6.23
1740.00,1800.00,120.00,0.16,d_rp4_entry_6,5.00,2,2,94.04,2.10
1740.00,1800.00,480.00,0.94,d_rp4_entry_7,5.00,8,7,69.77,1.93
1740.00,1800.00,120.00,0.35,d_rp4_entry_8,6.05,2,2,56.95,0.45
1800.00,1860.00,180.00,9.06,d_rp4_entry_1,5.00,3,3,2.76,9.08
1800.00,1860.00,600.00,5.62,d_rp4_entry_2,5.00,10,10,14.82,6.18
1800.00,1860.00,360.00,3.46,d_rp4_entry_3,5.00,6,6,14.44,3.99
