interval_begin,interval_end,interval_flow,interval_harmonicMeanSpeed,interval_id,interval_length,interval_nVehContrib,interval_nVehEntered,interval_occupancy,interval_speed
1800.00,1860.00,660.00,3.24,d_rp4_entry_4,5.00,11,12,30.90,6.20
1800.00,1860.00,540.00,1.26,d_rp4_entry_5,5.00,9,9,59.59,3.72
1800.00,1860.00,300.00,0.56,d_rp4_entry_6,5.00,5,5,84.49,3.95
1800.00,1860.00,360.00,0.67,d_rp4_entry_7,5.00,6,7,77.33,4.52
1800.00,1860.00,60.00,0.16,d_rp4_entry_8,5.00,1,1,62.69,0.16
1860.00,1920.00,120.00,2.79,d_rp4_entry_1,5.00,2,3,11.05,4.87
1860.00,1920.00,360.00,6.83,d_rp4_entry_2,5.35,6,6,7.96,6.98
1860.00,1920.00,180.00,3.76,d_rp4_entry_3,5.00,3,3,6.64,4.53
1860.00,1920.00,480.00,1.57,d_rp4_entry_4,5.00,8,8,42.35,4.27
1860.00,1920.00,300.00,2.77,d_rp4_entry_5,5.00,5,6,15.43,5.00
1860.00,1920.00,540.00,0.94,d_rp4_entry_6,5.00,9,9,74.98,5.48
1860.00,1920.00,420.00,0.84,d_rp4_entry_7,5.00,7,6,66.78,1.33
1860.00,1920.00,180.00,0.96,d_rp4_entry_8,5.00,3,2,9.32,4.05
1920.00,1980.00,180.00,1.56,d_rp4_entry_1,5.00,3,3,11.53,3.38
1920.00,1980.00,420.00,2.49,d_rp4_entry_2,5.00,7,7,23.40,6.73
1920.00,1980.00,240.00,4.87,d_rp4_entry_3,5.53,4,5,12.23,5.16
1920.00,1980.00,540.00,4.40,d_rp4_entry_4,5.00,9,11,40.79,6.29
1920.00,1980.00,660.00,3.49,d_rp4_entry_5,5.00,11,11,26.25,5.31
1920.00,1980.00,120.00,0.22,d_rp4_entry_6,5.00,2,2,89.83,2.26
1920.00,1980.00,420.00,0.81,d_rp4_entry_7,5.00,7,7,72.45,3.07
1920.00,1980.00,120.00,0.46,d_rp4_entry_8,5.00,2,2,36.51,1.15
1980.00,2040.00,480.00,3.73,d_rp4_entry_1,5.00,8,7,17.29,7.59
1980.00,2040.00,480.00,3.46,d_rp4_entry_2,5.26,8,9,32.91,5.93
1980.00,2040.00,420.00,2.35,d_rp4_entry_3,5.60,7,6,23.12,3.58
1980.00,2040.00,240.00,0.60,d_rp4_entry_4,5.00,4,4,55.60,2.41
1980.00,2040.00,420.00,1.27,d_rp4_entry_5,5.00,7,7,45.94,4.82
1980.00,2040.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,100.00,-1.00
1980.00,2040.00,360.00,0.74,d_rp4_entry_7,5.00,6,7,68.80,1.81
1980.00,2040.00,60.00,6.06,d_rp4_entry_8,5.00,1,3,50.87,6.06
2040.00,2100.00,300.00,8.11,d_rp4_entry_1,5.00,5,5,5.14,8.14
2040.00,2100.00,720.00,3.49,d_rp4_entry_2,5.00,12,11,15.64,7.18
2040.00,2100.00,360.00,3.89,d_rp4_entry_3,5.35,6,6,13.36,4.51
2040.00,2100.00,480.00,3.21,d_rp4_entry_4,5.00,8,9,21.94,5.22
2040.00,2100.00,420.00,1.23,d_rp4_entry_5,5.00,7,8,49.80,4.08
2040.00,2100.00,60.00,0.04,d_rp4_entry_6,5.00,1,1,96.41,0.04
2040.00,2100.00,180.00,0.27,d_rp4_entry_7,5.00,3,2,93.02,3.73
2040.00,2100.00,180.00,0.39,d_rp4_entry_8,6.40,3,2,37.62,2.94
2100.00,2160.00,300.00,6.39,d_rp4_entry_1,5.00,5,6,15.18,7.50
2100.00,2160.00,660.00,4.01,d_rp4_entry_2,5.00,11,11,22.86,7.18
2100.00,2160.00,240.00,3.88,d_rp4_entry_3,5.00,4,4,8.60,5.48
2100.00,2160.00,360.00,1.88,d_rp4_entry_4,5.00,6,7,27.02,6.18
2100.00,2160.00,540.00,2.55,d_rp4_entry_5,5.00,9,9,41.69,4.77
2100.00,2160.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,100.00,-1.00
2100.00,2160.00,60.00,0.99,d_rp4_entry_7,5.00,1,2,85.30,0.99
2100.00,2160.00,180.00,0.74,d_rp4_entry_8,5.70,3,3,41.10,3.22
2160.00,2220.00,300.00,3.17,d_rp4_entry_1,5.00,5,4,4.47,7.00
2160.00,2220.00,540.00,6.62,d_rp4_entry_2,5.00,9,10,12.42,6.97
2160.00,2220.00,240.00,3.24,d_rp4_entry_3,5.00,4,4,10.29,3.93
2160.00,2220.00,360.00,0.96,d_rp4_entry_4,5.00,6,6,52.08,5.48
2160.00,2220.00,600.00,1.62,d_rp4_entry_5,5.00,10,10,37.29,4.92
2160.00,2220.00,120.00,0.13,d_rp4_entry_6,5.00,2,2,92.92,0.38
2160.00,2220.00,420.00,0.41,d_rp4_entry_7,5.00,7,6,64.22,1.64
2160.00,2220.00,120.00,0.86,d_rp4_entry_8,5.00,2,2,19.44,0.99
2220.00,2280.00,60.00,2.37,d_rp4_entry_1,5.00,1,2,56.97,2.37
2220.00,2280.00,300.00,0.82,d_rp4_entry_2,5.00,5,5,49.98,5.17
2220.00,2280.00,300.00,3.33,d_rp4_entry_3,5.00,5,5,12.49,3.96
2220.00,2280.00,300.00,0.76,d_rp4_entry_4,5.00,5,6,59.68,6.39
2220.00,2280.00,240.00,0.60,d_rp4_entry_5,5.00,4,4,63.61,5.21
2220.00,2280.00,540.00,0.82,d_rp4_entry_6,5.47,9,9,68.76,4.07
2220.00,2280.00,660.00,2.26,d_rp4_entry_7,5.00,11,11,40.65,4.24
2220.00,2280.00,60.00,6.98,d_rp4_entry_8,5.00,1,1,1.19,6.98
2280.00,2340.00,480.00,0.89,d_rp4_entry_1,5.00,8,7,21.48,7.40
2280.00,2340.00,720.00,7.84,d_rp4_entry_2,5.00,12,12,12.76,7.90
2280.00,2340.00,420.00,4.96,d_rp4_entry_3,5.00,7,7,11.77,5.53
2280.00,2340.00,540.00,2.51,d_rp4_entry_4,5.00,9,9,34.42,6.25
2280.00,2340.00,660.00,2.02,d_rp4_entry_5,5.00,11,10,36.66,4.98
2280.00,2340.00,60.00,0.07,d_rp4_entry_6,5.00,1,1,97.44,0.07
2280.00,2340.00,60.00,0.09,d_rp4_entry_7,5.00,1,1,88.45,0.09
2280.00,2340.00,180.00,3.56,d_rp4_entry_8,5.00,3,3,7.02,5.17
2340.00,2400.00,120.00,8.47,d_rp4_entry_1,5.00,2,3,15.62,8.57
2340.00,2400.00,780.00,6.33,d_rp4_entry_2,5.00,13,13,17.12,7.02
2340.00,2400.00,120.00,3.89,d_rp4_entry_3,6.05,2,2,4.84,4.53
2340.00,2400.00,720.00,2.29,d_rp4_entry_4,5.00,12,12,40.12,6.16
2340.00,2400.00,720.00,2.28,d_rp4_entry_5,5.00,12,13,49.77,4.38
2340.00,2400.00,180.00,6.49,d_rp4_entry_6,5.00,3,3,91.27,6.82
2340.00,2400.00,240.00,0.46,d_rp4_entry_7,5.00,4,5,86.10,3.31
2340.00,2400.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,0.00,-1.00
2400.00,2460.00,360.00,1.71,d_rp4_entry_1,5.00,6,6,24.71,7.22
2400.00,2460.00,780.00,4.35,d_rp4_entry_2,5.00,13,13,24.93,7.04
2400.00,2460.00,120.00,5.94,d_rp4_entry_3,5.00,2,2,2.80,5.94
2400.00,2460.00,360.00,0.82,d_rp4_entry_4,5.00,6,5,55.02,3.43
2400.00,2460.00,600.00,1.31,d_rp4_entry_5,5.00,10,9,57.77,2.88
2400.00,2460.00,300.00,0.29,d_rp4_entry_6,5.00,5,5,77.92,3.88
2400.00,2460.00,300.00,0.43,d_rp4_entry_7,5.00,5,5,84.58,1.42
2400.00,2460.00,180.00,0.75,d_rp4_entry_8,5.70,3,3,36.44,1.37
2460.00,2520.00,180.00,1.33,d_rp4_entry_1,5.00,3,2,9.65,5.45
2460.00,2520.00,420.00,5.11,d_rp4_entry_2,5.00,7,7,11.42,6.34
2460.00,2520.00,360.00,4.83,d_rp4_entry_3,5.35,6,6,11.42,5.43
2460.00,2520.00,240.00,0.54,d_rp4_entry_4,5.00,4,4,61.38,5.41
2460.00,2520.00,300.00,0.57,d_rp4_entry_5,5.00,5,5,72.90,3.52
2460.00,2520.00,300.00,0.41,d_rp4_entry_6,5.00,5,5,86.28,5.73
2460.00,2520.00,420.00,0.82,d_rp4_entry_7,5.00,7,7,74.77,2.59
2460.00,2520.00,240.00,1.78,d_rp4_entry_8,6.05,4,4,21.35,4.30
2520.00,2580.00,60.00,1.02,d_rp4_entry_1,5.00,1,1,8.18,1.02
2520.00,2580.00,780.00,4.54,d_rp4_entry_2,5.00,13,13,23.86,6.82
2520.00,2580.00,360.00,3.59,d_rp4_entry_3,5.00,6,6,13.93,4.15
2520.00,2580.00,240.00,8.46,d_rp4_entry_4,5.00,4,5,59.50,8.48
2520.00,2580.00,540.00,2.07,d_rp4_entry_5,5.00,9,10,43.94,4.61
2520.00,2580.00,180.00,0.29,d_rp4_entry_6,5.00,3,3,90.81,1.96
2520.00,2580.00,180.00,0.40,d_rp4_entry_7,5.00,3,3,88.21,1.24
2520.00,2580.00,120.00,6.78,d_rp4_entry_8,6.05,2,2,3.09,7.13
2580.00,2640.00,300.00,1.50,d_rp4_entry_1,5.00,5,5,27.70,5.24
2580.00,2640.00,720.00,6.94,d_rp4_entry_2,5.00,12,12,14.41,7.49
2580.00,2640.00,180.00,6.25,d_rp4_entry_3,5.00,3,3,4.00,6.26
2580.00,2640.00,540.00,0.89,d_rp4_entry_4,5.00,9,11,48.04,4.97
2580.00,2640.00,600.00,2.98,d_rp4_entry_5,5.00,10,12,35.38,5.45
2580.00,2640.00,60.00,0.75,d_rp4_entry_6,5.00,1,1,96.58,0.75
2580.00,2640.00,360.00,0.55,d_rp4_entry_7,5.00,6,6,79.15,2.31
2580.00,2640.00,60.00,0.86,d_rp4_entry_8,5.00,1,1,9.73,0.86
2640.00,2700.00,360.00,1.08,d_rp4_entry_1,5.00,6,7,47.47,6.73
2640.00,2700.00,480.00,3.39,d_rp4_entry_2,5.00,8,10,22.38,5.64
2640.00,2700.00,120.00,2.96,d_rp4_entry_3,5.00,2,2,5.63,3.92
2640.00,2700.00,360.00,0.67,d_rp4_entry_4,5.00,6,6,64.79,4.09
2640.00,2700.00,660.00,2.36,d_rp4_entry_5,5.00,11,11,33.24,4.90
2640.00,2700.00,420.00,0.46,d_rp4_entry_6,5.00,7,7,79.16,5.63
2640.00,2700.00,300.00,0.71,d_rp4_entry_7,5.00,5,5,78.63,1.99
2640.00,2700.00,120.00,1.87,d_rp4_entry_8,5.00,2,3,35.55,3.97
2700.00,2760.00,180.00,8.89,d_rp4_entry_1,5.00,3,2,1.80,8.92
2700.00,2760.00,900.00,6.18,d_rp4_entry_2,5.14,15,14,21.38,7.05
2700.00,2760.00,240.00,3.57,d_rp4_entry_3,5.53,4,4,10.07,4.03
2700.00,2760.00,300.00,0.94,d_rp4_entry_4,5.00,5,5,75.50,4.95
2700.00,2760.00,540.00,1.56,d_rp4_entry_5,5.00,9,9,50.15,5.11
2700.00,2760.00,180.00,0.21,d_rp4_entry_6,5.00,3,3,90.46,1.85
2700.00,2760.00,180.00,0.23,d_rp4_entry_7,5.00,3,3,88.86,0.38
2700.00,2760.00,240.00,0.62,d_rp4_entry_8,5.00,4,3,27.04,1.16
2760.00,2820.00,480.00,1.73,d_rp4_entry_1,5.00,8,8,38.50,6.77
2760.00,2820.00,600.00,5.78,d_rp4_entry_2,5.00,10,10,14.42,6.86
2760.00,2820.00,240.00,4.18,d_rp4_entry_3,5.00,4,4,7.98,4.95
2760.00,2820.00,540.00,1.42,d_rp4_entry_4,5.00,9,9,33.65,6.92
2760.00,2820.00,780.00,2.73,d_rp4_entry_5,5.00,13,13,48.13,5.38
2760.00,2820.00,300.00,1.03,d_rp4_entry_6,5.42,5,5,84.43,5.99
2760.00,2820.00,420.00,1.05,d_rp4_entry_7,5.00,7,7,76.42,3.98
2760.00,2820.00,60.00,1.76,d_rp4_entry_8,5.00,1,2,8.08,1.76
2820.00,2880.00,360.00,7.98,d_rp4_entry_1,5.00,6,6,6.27,8.01
2820.00,2880.00,600.00,3.28,d_rp4_entry_2,5.21,10,11,25.99,5.54
2820.00,2880.00,360.00,3.77,d_rp4_entry_3,5.00,6,6,13.27,4.11
2820.00,2880.00,180.00,0.25,d_rp4_entry_4,5.00,3,2,80.95,2.57
2820.00,2880.00,480.00,2.09,d_rp4_entry_5,5.00,8,7,20.20,4.94
2820.00,2880.00,180.00,0.17,d_rp4_entry_6,5.00,3,4,90.91,0.55
2820.00,2880.00,540.00,0.68,d_rp4_entry_7,5.00,9,9,73.01,4.55
2820.00,2880.00,120.00,0.69,d_rp4_entry_8,6.05,2,1,25.71,0.69
2880.00,2940.00,240.00,8.31,d_rp4_entry_1,5.00,4,4,4.01,8.32
2880.00,2940.00,720.00,6.75,d_rp4_entry_2,5.00,12,11,14.66,7.22
2880.00,2940.00,180.00,6.15,d_rp4_entry_3,5.70,3,3,4.75,6.29
2880.00,2940.00,540.00,2.05,d_rp4_entry_4,5.00,9,10,37.10,6.46
2880.00,2940.00,540.00,1.37,d_rp4_entry_5,5.00,9,10,56.13,4.57
2880.00,2940.00,60.00,0.24,d_rp4_entry_6,5.00,1,1,96.38,0.24
2880.00,2940.00,180.00,0.55,d_rp4_entry_7,5.00,3,3,87.01,1.17
2880.00,2940.00,180.00,1.38,d_rp4_entry_8,5.70,3,3,23.29,3.46
2940.00,3000.00,180.00,7.05,d_rp4_entry_1,5.00,3,3,3.55,7.56
2940.00,3000.00,540.00,5.03,d_rp4_entry_2,5.00,9,9,14.92,5.99
2940.00,3000.00,300.00,3.41,d_rp4_entry_3,5.00,5,5,12.20,3.91
2940.00,3000.00,420.00,1.95,d_rp4_entry_4,5.00,7,7,29.84,6.58
2940.00,3000.00,600.00,2.60,d_rp4_entry_5,5.00,10,10,34.25,5.46
2940.00,3000.00,0.00,-1.00,d_rp4_entry_6,-1.00,0,0,100.00,-1.00
2940.00,3000.00,120.00,0.24,d_rp4_entry_7,5.00,2,2,87.54,1.55
2940.00,3000.00,240.00,0.61,d_rp4_entry_8,5.00,4,4,55.09,3.80
3000.00,3060.00,240.00,8.73,d_rp4_entry_1,5.00,4,4,3.82,8.74
3000.00,3060.00,420.00,3.13,d_rp4_entry_2,5.00,7,7,18.66,5.40
3000.00,3060.00,240.00,6.45,d_rp4_entry_3,5.00,4,4,5.17,6.48
3000.00,3060.00,180.00,1.18,d_rp4_entry_4,5.00,3,4,70.23,2.14
3000.00,3060.00,480.00,1.39,d_rp4_entry_5,5.00,8,8,53.45,4.29
3000.00,3060.00,360.00,0.20,d_rp4_entry_6,5.00,6,6,81.75,2.84
3000.00,3060.00,540.00,0.60,d_rp4_entry_7,5.00,9,9,64.41,2.98
3000.00,3060.00,120.00,3.21,d_rp4_entry_8,5.00,2,3,15.94,4.36
3060.00,3120.00,300.00,4.79,d_rp4_entry_1,5.00,5,6,9.23,6.03
3060.00,3120.00,540.00,7.57,d_rp4_entry_2,5.23,9,10,12.08,7.64
3060.00,3120.00,360.00,5.08,d_rp4_entry_3,5.00,6,6,9.84,5.51
3060.00,3120.00,240.00,0.48,d_rp4_entry_4,5.00,4,4,51.87,3.90
3060.00,3120.00,480.00,1.61,d_rp4_entry_5,5.00,8,8,37.95,3.83
3060.00,3120.00,120.00,2.57,d_rp4_entry_6,5.00,2,2,93.45,4.92
3060.00,3120.00,360.00,0.77,d_rp4_entry_7,5.00,6,6,77.45,1.97
3060.00,3120.00,120.00,0.21,d_rp4_entry_8,6.05,2,1,67.68,3.16
3120.00,3180.00,240.00,8.64,d_rp4_entry_1,5.00,4,3,3.32,8.68
3120.00,3180.00,360.00,7.15,d_rp4_entry_2,5.00,6,6,7.00,7.34
3120.00,3180.00,180.00,4.72,d_rp4_entry_3,5.00,3,3,5.30,5.51
3120.00,3180.00,480.00,0.85,d_rp4_entry_4,5.00,8,9,50.60,4.88
3120.00,3180.00,420.00,1.13,d_rp4_entry_5,5.00,7,6,46.00,2.69
3120.00,3180.00,180.00,0.14,d_rp4_entry_6,5.00,3,3,88.82,0.27
3120.00,3180.00,480.00,0.75,d_rp4_entry_7,5.00,8,8,76.00,2.83
3120.00,3180.00,60.00,9.34,d_rp4_entry_8,5.00,1,1,0.89,9.34
3180.00,3240.00,240.00,4.25,d_rp4_entry_1,5.00,4,4,7.83,6.52
3180.00,3240.00,300.00,5.61,d_rp4_entry_2,5.00,5,5,7.43,6.61
3180.00,3240.00,60.00,2.40,d_rp4_entry_3,5.00,1,1,3.47,2.40
3180.00,3240.00,240.00,7.46,d_rp4_entry_4,5.00,4,5,55.00,7.63
3180.00,3240.00,0.00,-1.00,d_rp4_entry_5,-1.00,0,0,0.00,-1.00
3180.00,3240.00,180.00,0.42,d_rp4_entry_6,5.00,3,3,85.91,3.21
3180.00,3240.00,360.00,1.86,d_rp4_entry_7,5.00,6,6,64.33,2.60
3180.00,3240.00,60.00,3.67,d_rp4_entry_8,5.00,1,1,2.27,3.67
3240.00,3300.00,0.00,-1.00,d_rp4_entry_1,-1.00,0,0,0.00,-1.00
3240.00,3300.00,60.00,0.86,d_rp4_entry_2,5.00,1,2,17.94,0.86
3240.00,3300.00,60.00,0.90,d_rp4_entry_3,5.00,1,1,9.23,0.90
3240.00,3300.00,60.00,0.06,d_rp4_entry_4,5.00,1,1,97.16,0.06
3240.00,3300.00,60.00,0.23,d_rp4_entry_5,5.00,1,2,37.19,0.23
3240.00,3300.00,180.00,0.21,d_rp4_entry_6,5.00,3,2,89.86,4.34
3240.00,3300.00,180.00,0.21,d_rp4_entry_7,5.00,3,3,81.97,1.82
3240.00,3300.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,1,48.52,-1.00
3300.00,3360.00,180.00,0.59,d_rp4_entry_1,5.00,3,3,42.40,1.89
3300.00,3360.00,300.00,0.58,d_rp4_entry_2,5.00,5,4,62.99,3.80
3300.00,3360.00,180.00,1.04,d_rp4_entry_3,5.00,3,3,24.01,2.24
3300.00,3360.00,300.00,0.98,d_rp4_entry_4,5.00,5,5,53.43,2.32
3300.00,3360.00,540.00,1.79,d_rp4_entry_5,5.00,9,9,41.33,3.55
3300.00,3360.00,180.00,0.28,d_rp4_entry_6,5.00,3,4,90.97,1.36
3300.00,3360.00,420.00,0.89,d_rp4_entry_7,5.00,7,6,64.67,2.31
3300.00,3360.00,60.00,0.09,d_rp4_entry_8,7.10,1,1,94.50,0.09
3360.00,3420.00,60.00,0.48,d_rp4_entry_1,5.00,1,2,41.83,0.48
3360.00,3420.00,120.00,7.56,d_rp4_entry_2,5.00,2,3,23.20,7.66
3360.00,3420.00,300.00,1.80,d_rp4_entry_3,5.00,5,5,23.09,2.16
3360.00,3420.00,420.00,0.70,d_rp4_entry_4,5.00,7,6,70.36,4.65
3360.00,3420.00,600.00,1.87,d_rp4_entry_5,5.00,10,9,43.90,5.19
3360.00,3420.00,480.00,1.01,d_rp4_entry_6,5.00,8,8,72.63,4.09
3360.00,3420.00,600.00,1.76,d_rp4_entry_7,5.00,10,11,52.51,2.82
3360.00,3420.00,60.00,0.13,d_rp4_entry_8,5.00,1,1,95.94,0.13
3420.00,3480.00,360.00,0.78,d_rp4_entry_1,5.00,6,5,39.68,6.78
3420.00,3480.00,720.00,2.35,d_rp4_entry_2,5.00,12,11,21.62,5.47
3420.00,3480.00,120.00,4.08,d_rp4_entry_3,5.00,2,2,4.08,4.46
3420.00,3480.00,240.00,0.80,d_rp4_entry_4,5.00,4,5,43.00,3.27
3420.00,3480.00,360.00,1.67,d_rp4_entry_5,5.00,6,6,30.00,4.95
3420.00,3480.00,420.00,0.68,d_rp4_entry_6,5.00,7,7,77.20,4.18
3420.00,3480.00,540.00,1.01,d_rp4_entry_7,5.00,9,8,68.77,3.27
3420.00,3480.00,60.00,0.10,d_rp4_entry_8,5.00,1,1,96.00,0.10
3480.00,3540.00,600.00,4.71,d_rp4_entry_1,5.00,10,10,17.69,5.94
3480.00,3540.00,540.00,3.06,d_rp4_entry_2,5.00,9,9,24.50,4.25
3480.00,3540.00,120.00,1.97,d_rp4_entry_3,5.00,2,2,8.48,1.97
3480.00,3540.00,600.00,2.26,d_rp4_entry_4,5.00,10,10,41.34,6.30
3480.00,3540.00,780.00,2.52,d_rp4_entry_5,5.00,13,14,43.61,5.50
3480.00,3540.00,120.00,0.24,d_rp4_entry_6,5.00,2,2,92.69,2.16
3480.00,3540.00,180.00,0.39,d_rp4_entry_7,5.00,3,4,86.30,0.91
3480.00,3540.00,0.00,-1.00,d_rp4_entry_8,-1.00,0,0,100.00,-1.00
3540.00,3600.00,360.00,7.99,d_rp4_entry_1,5.00,6,7,9.11,8.03
3540.00,3600.00,660.00,3.02,d_rp4_entry_2,5.00,11,11,30.38,5.57
3540.00,3600.00,180.00,2.72,d_rp4_entry_3,5.00,3,4,10.07,2.97
3540.00,3600.00,420.00,1.16,d_rp4_entry_4,5.00,7,6,44.71,4.73
3540.00,3600.00,420.00,0.87,d_rp4_entry_5,5.00,7,6,66.46,3.32
3540.00,3600.00,300.00,0.43,d_rp4_entry_6,5.00,5,5,83.21,2.81
3540.00,3600.00,660.00,1.07,d_rp4_entry_7,5.00,11,10,64.23,4.32
3540.00,3600.00,120.00,0.07,d_rp4_entry_8,6.05,2,2,88.83,0.11
3600.00,3660.00,240.00,8.61,d_rp4_entry_1,5.00,4,5,62.34,8.69
3600.00,3660.00,240.00,0.86,d_rp4_entry_2,5.00,4,5,44.58,4.20
3600.00,3660.00,240.00,3.47,d_rp4_entry_3,5.53,4,3,10.40,4.60
3600.00,3660.00,120.00,0.20,d_rp4_entry_4,5.00,2,3,82.57,0.65
3600.00,3660.00,60.00,0.10,d_rp4_entry_5,5.00,1,2,83.43,0.10
